CASE# 1:
CASE# 2:
3727 found at 185
1883 not found
6738 not found
376 not found
9392 not found
7545 not found
6083 not found
9217 not found
4397 not found
9848 not found
4757 found at 243
7230 not found
1091 not found
8634 not found
8897 not found
2884 not found
8401 not found
7726 not found
1883 not found
6428 not found
1386 not found
8178 not found
2904 not found
1830 not found
2591 not found
4518 not found
501 not found
8213 not found
2253 not found
5050 not found
4951 not found
1354 not found
4657 not found
5269 not found
2599 not found
9137 not found
9630 not found
2473 not found
6136 not found
5623 not found
2417 not found
3021 not found
9559 not found
6940 not found
5679 not found
340 not found
2199 not found
754 not found
9233 not found
5306 not found
7637 not found
4993 not found
7498 not found
8076 not found
4369 not found
877 not found
6772 not found
874 not found
8617 not found
1640 not found
7004 not found
9674 not found
6708 not found
6835 not found
7626 not found
6138 not found
7587 not found
8534 not found
1567 not found
2910 not found
1192 not found
4038 not found
9587 not found
8832 not found
4194 not found
2223 not found
739 not found
8383 found at 423
7853 not found
9811 not found
9048 not found
9357 not found
2061 not found
5957 not found
4473 not found
6054 not found
9362 not found
6714 not found
5432 not found
9697 not found
1757 not found
163 not found
3084 not found
3161 not found
8205 not found
298 not found
2591 not found
9755 not found
5174 found at 259
3775 found at 187
6462 not found
7905 not found
3159 not found
3395 not found
6344 not found
3444 not found
668 not found
7901 not found
6597 not found
4389 not found
5868 not found
8887 not found
3124 not found
5477 not found
6248 not found
7099 not found
4433 not found
3165 not found
9966 not found
5773 not found
4969 not found
5125 not found
4951 not found
8931 not found
6926 not found
2635 not found
7109 not found
9095 not found
7214 not found
1680 not found
2560 not found
1522 not found
2977 not found
2709 not found
1345 not found
1567 not found
5681 not found
7523 not found
5048 not found
5062 not found
2091 not found
7283 not found
1263 not found
5565 not found
1236 not found
2679 found at 139
249 not found
4738 not found
3522 not found
2036 not found
45 not found
171 not found
1958 not found
6114 found at 307
491 not found
3993 not found
8111 not found
4832 not found
6709 not found
3256 not found
6881 not found
1141 not found
8342 not found
1186 not found
6228 not found
5575 not found
349 not found
CASE# 100:
6414 not found
741 not found
6458 not found
2773 not found
13 not found
8309 not found
2913 not found
2604 not found
3150 not found
2917 not found
4819 not found
4003 not found
4366 not found
8420 not found
4622 not found
9876 not found
6332 not found
4600 not found
8962 not found
8552 not found
6873 not found
2548 not found
5739 found at 178
131 not found
1328 not found
4961 not found
727 not found
5674 not found
2908 not found
4371 found at 123
9401 not found
7181 not found
3649 not found
1585 not found
3052 not found
2508 not found
2513 not found
8564 not found
2926 not found
9382 not found
120 not found
76 not found
8135 not found
938 not found
6875 not found
9462 not found
9806 not found
682 not found
4016 not found
7871 found at 262
6380 not found
5383 not found
7304 not found
1695 found at 45
1706 not found
4299 not found
8172 not found
1215 not found
705 not found
1212 not found
213 not found
2662 not found
8592 not found
2104 not found
606 not found
9981 not found
7870 not found
1569 not found
3144 not found
8778 not found
3241 not found
7151 not found
1478 not found
2810 not found
3242 not found
2077 not found
5069 not found
3025 not found
6118 not found
8793 not found
6835 not found
4782 not found
8974 not found
5971 not found
6990 not found
5510 not found
6334 not found
5245 not found
1671 not found
7782 not found
7917 not found
4390 found at 126
3945 not found
4585 not found
4584 not found
1515 found at 40
3264 not found
2801 not found
1907 not found
4539 not found
29 not found
3791 not found
9531 found at 312
7542 not found
786 not found
6750 not found
831 not found
3563 not found
7890 not found
1199 not found
9397 not found
4143 not found
6231 not found
2273 not found
1679 not found
7258 not found
9372 not found
156 not found
3438 not found
2007 not found
1639 not found
6064 not found
3153 not found
4294 not found
2233 not found
9133 not found
9959 not found
4349 not found
673 not found
9906 not found
646 not found
9201 not found
1151 not found
1899 not found
6378 not found
9958 not found
5727 not found
991 not found
9144 not found
9621 not found
9720 not found
5622 not found
2429 not found
4159 not found
6039 not found
7145 not found
3384 not found
5895 not found
7038 not found
9486 not found
4569 not found
9073 not found
9348 not found
9506 not found
645 not found
5069 not found
4176 not found
9426 not found
9998 not found
5658 not found
4183 not found
279 not found
2726 not found
3134 not found
856 not found
4989 not found
4600 not found
649 not found
8999 not found
5652 not found
6404 not found
6780 not found
6135 found at 194
7494 not found
4663 not found
7969 not found
7564 not found
4049 not found
4743 not found
9838 not found
2133 not found
7903 not found
53 found at 1
3398 not found
4744 not found
2783 not found
3544 not found
4500 not found
6349 not found
3444 not found
1133 not found
5098 not found
5375 not found
900 not found
9259 not found
9387 not found
1483 not found
9942 not found
3188 not found
8348 not found
9732 not found
5115 not found
9326 not found
8213 not found
6793 not found
3089 not found
8085 not found
659 not found
7151 not found
3306 not found
547 not found
1139 not found
2444 not found
1757 not found
1003 not found
4492 not found
1014 not found
663 not found
8298 found at 273
6519 not found
2441 not found
6611 not found
4623 not found
4364 not found
7110 not found
6364 not found
3558 not found
7963 not found
8759 not found
9326 not found
6619 not found
7808 not found
9326 not found
5169 not found
7356 not found
8659 not found
9785 not found
7485 not found
2595 not found
4969 not found
551 not found
2401 not found
2506 not found
1681 not found
5345 not found
3288 not found
2634 not found
9882 not found
5967 not found
4384 not found
9021 not found
5061 not found
5069 not found
5009 not found
4075 not found
9533 not found
1912 not found
9205 not found
9031 not found
3104 not found
7398 not found
7567 not found
3267 not found
4168 not found
1215 not found
6618 not found
1661 not found
9146 not found
3073 not found
9928 not found
3454 not found
9759 not found
6290 not found
7663 not found
1778 not found
321 not found
4382 not found
6841 not found
9035 not found
2303 not found
1504 not found
363 not found
2738 found at 71
2866 not found
6352 not found
1929 not found
3590 not found
8569 not found
7239 not found
47 not found
1919 not found
1635 not found
1728 not found
8983 not found
8466 not found
2734 not found
6650 not found
7642 found at 250
2212 not found
4653 not found
1778 not found
2788 not found
4306 not found
5934 not found
7603 not found
3615 not found
3619 not found
36 not found
2190 not found
3164 not found
8736 not found
4903 not found
5030 found at 149
5902 not found
5272 not found
8536 not found
1125 not found
6117 not found
1646 not found
986 not found
8302 not found
3110 not found
81 not found
6505 not found
9621 not found
5140 not found
1144 not found
1368 not found
7778 not found
806 not found
5321 not found
188 not found
4012 not found
7866 not found
3957 not found
8131 not found
9504 not found
1853 not found
1833 not found
5058 not found
5348 not found
7966 not found
9591 not found
3502 not found
9590 not found
3945 not found
7743 not found
2654 not found
2537 not found
930 not found
5119 not found
9068 not found
1672 not found
8417 not found
9332 not found
6560 not found
7998 not found
2975 not found
5329 not found
4732 not found
8355 not found
9283 not found
5630 not found
8025 not found
9439 not found
490 not found
7221 not found
286 not found
4201 not found
1511 not found
890 not found
3077 not found
9960 not found
4154 not found
7093 not found
6350 not found
7681 not found
8483 not found
254 not found
4774 not found
1802 not found
8938 not found
4302 not found
2322 not found
7581 not found
429 not found
9097 not found
9148 not found
5245 not found
3031 not found
3938 found at 107
6500 not found
763 not found
2484 not found
4105 not found
1389 not found
5565 not found
1370 not found
3710 not found
3477 not found
289 not found
1455 not found
1410 not found
3234 not found
6653 not found
1158 not found
3822 not found
4417 not found
323 not found
9385 not found
4075 not found
2528 not found
1683 not found
5014 not found
56 not found
5981 found at 188
202 not found
2373 not found
5921 not found
9913 not found
8179 not found
4029 not found
1600 not found
5052 not found
4397 not found
5984 not found
9840 not found
9420 not found
9474 not found
354 not found
4474 not found
7128 not found
920 not found
9045 not found
6990 not found
5733 not found
8464 not found
4280 not found
6699 not found
5737 not found
6255 not found
3250 not found
8715 not found
483 not found
9476 not found
7526 not found
1361 not found
4107 not found
9913 not found
5057 not found
1375 not found
5729 not found
2131 found at 51
2383 not found
3504 not found
7919 not found
4019 not found
9259 not found
7495 not found
1689 found at 44
6526 not found
6182 not found
2786 not found
7416 not found
7246 not found
3578 not found
5577 not found
9182 not found
1953 not found
9154 not found
53 found at 1
8534 not found
561 not found
7948 not found
4096 not found
9176 found at 299
5885 not found
1832 not found
115 not found
6580 not found
345 not found
3821 not found
899 not found
9191 not found
3323 not found
7416 not found
3996 found at 110
9829 not found
3074 not found
7052 not found
2522 not found
2325 not found
3656 not found
3641 not found
2067 not found
8826 not found
5667 not found
5572 found at 171
9926 found at 317
1701 not found
550 not found
4664 not found
5349 not found
3224 not found
7844 not found
3152 not found
5505 not found
8907 found at 292
9368 not found
1962 not found
2246 not found
9522 not found
5981 found at 188
1789 not found
2721 not found
8381 not found
4243 not found
7872 not found
680 not found
2252 not found
832 not found
9799 not found
8985 not found
9165 not found
1535 not found
4502 not found
4233 not found
1400 not found
2991 not found
9354 not found
1242 not found
6725 not found
8672 not found
2029 not found
514 not found
8224 not found
3262 not found
8500 not found
3185 not found
5750 not found
2948 not found
4126 not found
5829 not found
4375 found at 124
8503 found at 277
8796 not found
5379 not found
4665 not found
8279 not found
7807 not found
4999 not found
9888 not found
2138 not found
9441 not found
2004 not found
5122 not found
2535 not found
2074 not found
7232 not found
732 not found
6935 not found
5565 not found
8259 not found
7511 not found
3431 not found
3029 not found
6371 not found
7114 not found
8344 not found
1947 not found
5190 not found
9778 not found
6521 not found
8214 not found
5692 not found
7773 not found
2101 not found
9264 not found
3220 not found
598 not found
5672 not found
7556 not found
4647 not found
4868 not found
4978 not found
9276 not found
3032 not found
6746 not found
8080 not found
6717 not found
2564 not found
6033 not found
5027 not found
9953 found at 318
4484 not found
9361 found at 309
1552 not found
4966 not found
3568 not found
2550 not found
1377 not found
1575 not found
9383 not found
993 not found
8482 not found
5277 not found
5289 not found
9941 not found
2296 not found
4842 not found
6795 not found
7863 not found
6431 not found
2132 not found
1167 not found
7982 not found
703 not found
3693 not found
7270 not found
8276 not found
3573 not found
3669 not found
450 not found
9528 not found
4883 not found
2510 not found
210 not found
1304 not found
7031 not found
3852 not found
2621 not found
9613 not found
4194 not found
1994 not found
CASE# 101:
8889 not found
8407 not found
2351 found at 189
9294 not found
3588 not found
1889 not found
1135 not found
5939 not found
2884 not found
9207 not found
7933 not found
6005 not found
9943 not found
9532 not found
2069 not found
737 not found
5838 not found
9890 not found
9340 not found
9808 not found
1991 not found
6286 not found
6099 not found
6908 not found
9414 not found
1576 not found
2676 not found
7688 not found
5916 not found
2363 found at 191
4084 not found
7740 not found
6074 not found
2321 not found
9671 not found
9626 not found
6725 not found
5636 not found
7167 not found
2509 not found
6516 not found
4132 found at 331
2047 found at 166
2644 not found
1830 not found
178 not found
3539 not found
4699 not found
8992 not found
8102 not found
1997 not found
3401 not found
3095 not found
CASE# 102:
5357 not found
9898 not found
6110 not found
7808 not found
2747 not found
7630 not found
9569 not found
8628 not found
2111 not found
8261 found at 640
4302 not found
845 not found
9355 not found
8504 not found
9544 not found
8825 not found
2385 not found
4859 found at 372
6405 not found
5717 not found
3184 not found
7353 not found
7652 not found
4046 not found
4471 not found
2520 not found
585 not found
8057 not found
6796 not found
5735 not found
9133 not found
9706 not found
3029 not found
9784 not found
2117 not found
3355 not found
4970 not found
1627 not found
9991 not found
9895 not found
9780 not found
8611 not found
5452 not found
1260 not found
2000 not found
6546 found at 517
4879 not found
3810 found at 305
1264 not found
6255 not found
4270 not found
7219 not found
9826 not found
6336 not found
9689 not found
6937 not found
2655 not found
5896 not found
8555 not found
4337 not found
6254 not found
4260 not found
1018 not found
2786 found at 225
1390 not found
3802 not found
982 not found
364 not found
2955 not found
7893 not found
947 not found
408 not found
810 not found
4755 not found
5011 not found
7558 not found
3139 not found
8741 not found
2038 not found
9971 not found
1810 not found
8323 not found
4776 found at 365
7805 not found
3067 not found
6480 not found
7695 not found
1568 not found
7728 not found
4597 not found
3538 not found
3437 not found
9984 not found
8729 found at 675
4727 not found
8026 not found
182 not found
3694 not found
735 not found
4221 not found
9070 not found
2557 not found
7515 not found
4743 not found
2838 not found
1794 not found
9085 not found
9149 not found
5878 not found
9842 not found
3746 not found
7233 not found
1063 not found
4872 not found
7375 not found
5836 not found
3930 not found
9397 not found
3779 not found
5318 not found
779 not found
1640 not found
2851 not found
6532 not found
9023 not found
4590 not found
8662 not found
260 not found
1188 not found
3377 found at 268
3630 not found
6867 found at 537
5469 not found
2907 not found
8731 not found
3561 found at 288
CASE# 103:
3271 not found
8848 not found
190 not found
3500 not found
6697 not found
6494 not found
8618 not found
1293 not found
2910 not found
2405 not found
5071 not found
4949 not found
5770 not found
2801 not found
4364 not found
5481 not found
6861 not found
1392 not found
7130 not found
7404 not found
526 not found
446 not found
1662 not found
9843 not found
4307 not found
2671 not found
9889 not found
6013 not found
7704 not found
1469 not found
4024 not found
5080 not found
6415 not found
2041 not found
7922 not found
3904 not found
3526 not found
7595 not found
7921 not found
2454 found at 166
4297 not found
7183 not found
5758 not found
1661 not found
7020 not found
1981 not found
2877 not found
198 not found
5404 not found
113 not found
5652 not found
1143 not found
9595 not found
1594 not found
6170 not found
8987 not found
6645 not found
73 not found
6072 not found
4834 not found
6810 not found
3289 not found
6999 not found
7024 not found
863 not found
3545 not found
8588 not found
3973 not found
5466 not found
8337 not found
3588 found at 234
592 found at 46
8615 not found
2084 not found
1559 not found
286 not found
8205 not found
6357 not found
6501 not found
4311 not found
8947 not found
8406 not found
4770 not found
7570 not found
3322 not found
1684 not found
5910 not found
1678 not found
3312 not found
9662 not found
7133 not found
5545 found at 398
2056 not found
9420 not found
3190 not found
8373 not found
2020 not found
4950 not found
5833 not found
5366 not found
5907 not found
4512 not found
5958 not found
6326 not found
5175 not found
9490 not found
1827 not found
5189 not found
6815 not found
9764 not found
3548 not found
276 not found
1163 not found
5286 not found
4703 not found
8424 not found
785 found at 60
3473 not found
8353 not found
8719 not found
4644 not found
74 not found
3732 not found
7949 not found
7842 not found
1107 not found
4565 not found
3716 not found
2143 not found
332 not found
3876 not found
6735 not found
2744 not found
9899 found at 745
3010 not found
8490 not found
6351 not found
3275 not found
628 not found
1575 not found
8971 not found
5588 not found
171 not found
4479 not found
7452 not found
2637 not found
6850 not found
4632 not found
9240 not found
3823 not found
8485 not found
4899 not found
2860 not found
7599 not found
1039 not found
9295 not found
6876 not found
4739 not found
9339 not found
3130 not found
9929 not found
1805 not found
6280 not found
7982 not found
6662 not found
1772 not found
4790 not found
4066 not found
CASE# 104:
9730 not found
8531 not found
256 not found
6513 not found
3145 not found
1265 not found
2908 not found
2303 not found
1872 not found
8703 not found
9268 not found
5255 not found
7984 not found
1605 not found
5274 found at 289
3092 not found
6565 not found
7076 not found
1714 not found
7597 not found
9180 not found
5214 not found
6102 not found
8679 not found
3252 not found
3608 not found
773 not found
7936 not found
9011 not found
2835 not found
6234 not found
1365 not found
3309 not found
6688 not found
9707 not found
5946 not found
8607 found at 451
2614 not found
9960 not found
973 found at 50
7151 found at 381
576 not found
6394 not found
9397 not found
3585 not found
2634 not found
6245 not found
1626 not found
1833 not found
571 not found
135 not found
805 not found
2245 not found
584 not found
8548 not found
944 found at 49
7640 not found
1310 not found
8850 not found
5576 not found
1133 found at 59
7029 not found
1240 not found
3949 not found
3729 not found
5155 not found
4068 not found
3192 not found
3662 not found
5349 not found
510 not found
2389 not found
7070 not found
4154 not found
8173 not found
5309 not found
4010 not found
95 not found
1245 not found
6708 not found
1981 not found
1467 not found
2191 not found
6724 not found
2225 not found
7915 not found
1879 not found
1140 not found
8044 not found
2946 not found
5675 not found
3455 not found
3386 not found
7778 not found
4632 not found
3026 not found
6297 not found
5519 not found
5803 not found
408 not found
1102 not found
9431 found at 490
704 not found
2475 not found
548 found at 27
3102 not found
5175 not found
2913 not found
4423 not found
4016 not found
7759 not found
8371 not found
6096 not found
745 not found
1572 not found
2896 not found
8746 not found
7807 not found
7929 not found
4694 not found
2762 not found
971 not found
2769 not found
1964 found at 114
7992 not found
1228 not found
4330 not found
9705 not found
2571 not found
2961 not found
7535 not found
0 not found
9405 not found
5627 not found
5505 not found
3376 found at 200
560 not found
1717 not found
5569 not found
4799 not found
3954 not found
8870 not found
6731 not found
5142 not found
8916 not found
4198 not found
3388 not found
402 not found
7537 not found
7019 not found
2506 not found
5204 not found
8823 not found
8408 not found
718 not found
2587 not found
6735 not found
3257 not found
5846 not found
5376 not found
9817 not found
6939 not found
8424 not found
8449 not found
7652 not found
6574 not found
9922 not found
3763 not found
3110 not found
7230 not found
2239 not found
514 not found
8216 not found
3076 not found
9267 not found
657 not found
4622 not found
426 not found
672 not found
8606 not found
8627 not found
910 not found
9791 not found
2202 not found
393 not found
9262 not found
8791 not found
4891 not found
4633 not found
4648 found at 261
4615 not found
9981 not found
6720 not found
7936 not found
2695 not found
5142 not found
390 not found
3461 not found
3439 not found
5412 not found
6351 not found
6076 not found
4620 not found
1548 not found
4077 not found
6978 found at 373
5476 not found
6575 not found
7145 not found
5938 not found
4623 not found
453 not found
4689 not found
915 not found
9536 not found
83 not found
504 not found
9328 not found
7930 not found
7160 not found
5234 not found
4911 not found
5714 not found
3908 not found
5591 not found
1780 not found
8293 not found
6776 not found
6930 not found
1175 not found
7179 not found
6101 not found
7049 not found
9522 not found
7067 not found
8421 not found
1208 not found
343 not found
8530 not found
920 not found
1947 not found
6189 not found
9462 not found
7559 not found
7782 not found
4190 not found
8511 not found
7317 not found
5191 not found
1772 not found
2893 not found
4001 not found
8726 not found
2634 not found
7205 not found
2089 not found
7688 not found
682 not found
5716 not found
7382 not found
805 not found
6456 not found
8299 not found
9685 not found
2316 not found
6732 not found
4268 not found
3626 not found
707 not found
268 not found
744 not found
6330 not found
4049 not found
8190 not found
2071 not found
1464 not found
6465 not found
6432 not found
9248 not found
277 not found
5243 not found
250 found at 9
896 not found
7945 not found
7234 not found
1598 not found
506 not found
5885 not found
6504 not found
8153 not found
5757 not found
5773 not found
5231 not found
4596 not found
8414 not found
73 not found
1938 not found
4799 not found
361 not found
7764 not found
3259 not found
6432 not found
8372 found at 438
6153 not found
6295 not found
2131 not found
7925 found at 425
9524 not found
6078 not found
8807 not found
3499 not found
9454 not found
9068 not found
7763 not found
3894 not found
812 not found
5348 not found
356 not found
8976 not found
1467 not found
7125 not found
7687 not found
1913 not found
7111 not found
4242 not found
8865 not found
3015 not found
6984 not found
22 not found
1875 not found
3567 not found
23 not found
7397 not found
4562 not found
907 not found
7898 not found
8941 not found
1622 not found
3303 not found
3634 not found
3309 not found
6376 not found
1596 not found
88 not found
7682 not found
9538 not found
1412 not found
6853 not found
2083 found at 120
2198 not found
9249 not found
1752 not found
4969 not found
7873 not found
2064 not found
4616 not found
9957 not found
74 not found
353 not found
5573 not found
1435 not found
6287 not found
139 not found
2683 not found
3669 not found
4952 not found
4163 not found
9651 found at 504
8849 not found
4208 not found
9724 not found
397 not found
8126 not found
4138 found at 237
476 not found
951 not found
4939 not found
2584 not found
9476 not found
1828 not found
9379 not found
5151 not found
6568 not found
2635 not found
8793 not found
167 not found
7644 not found
1696 not found
7376 not found
2459 not found
3492 not found
2575 not found
3019 not found
5555 not found
4727 not found
448 not found
9127 not found
7810 not found
1190 not found
9863 found at 519
8839 not found
2316 not found
9000 not found
2831 not found
9582 not found
3347 not found
9246 not found
3213 not found
3879 not found
7052 found at 377
586 not found
8100 not found
7450 not found
5381 not found
5815 not found
1902 not found
3841 not found
7631 not found
1956 found at 113
525 not found
9272 not found
8916 not found
7463 not found
6768 not found
2971 not found
4200 not found
4507 not found
701 not found
5861 not found
1057 not found
4263 not found
4351 not found
2741 not found
1805 found at 100
5245 not found
3651 found at 215
2861 not found
4286 not found
9368 not found
1325 not found
4167 not found
8056 not found
6978 found at 373
1868 not found
3796 not found
5028 not found
641 not found
8096 not found
2260 not found
6233 not found
2740 not found
1828 not found
3135 not found
6824 not found
1566 not found
1045 not found
257 found at 10
3789 found at 224
3290 not found
148 not found
8757 not found
7938 not found
3592 found at 213
2119 not found
7893 not found
5116 not found
2552 not found
9982 not found
3553 not found
2491 not found
8921 not found
5666 not found
6548 not found
7055 not found
6938 not found
7916 not found
7144 not found
8523 not found
8505 not found
911 not found
448 not found
2810 not found
8462 not found
2066 found at 119
8316 not found
8779 not found
6824 not found
8759 found at 459
9097 not found
7255 not found
5984 not found
3179 not found
7502 not found
1807 not found
2502 not found
5467 found at 300
5490 not found
4823 not found
2981 not found
4076 not found
4105 not found
6009 not found
2491 not found
3204 not found
6875 not found
7824 not found
7182 not found
8374 not found
13 not found
9437 not found
9076 not found
2809 not found
7011 not found
694 not found
8931 not found
8314 not found
7183 not found
7315 not found
1409 not found
4923 not found
2136 not found
4702 not found
7334 not found
7760 not found
230 found at 7
6922 not found
7203 not found
7474 not found
1329 not found
8065 not found
2068 not found
6805 not found
1654 not found
1509 not found
4986 not found
1836 not found
1321 not found
6407 not found
1642 not found
9371 not found
1637 not found
3988 not found
1845 not found
2415 not found
6797 not found
4498 not found
7039 not found
1207 not found
5215 not found
7740 not found
127 not found
3062 not found
875 not found
7253 not found
3847 not found
9038 not found
1527 not found
6994 not found
4277 not found
4960 not found
5417 not found
4234 not found
4792 not found
8848 not found
5615 found at 307
2136 not found
9964 not found
1976 not found
1968 not found
8661 not found
4661 not found
8944 not found
8665 not found
9375 not found
9922 not found
1544 found at 86
8943 not found
1616 found at 91
4236 not found
7929 not found
8083 not found
8401 not found
6241 not found
6029 not found
6713 not found
7715 not found
3696 not found
8716 not found
7054 not found
4903 found at 277
3438 not found
8795 not found
9201 not found
4573 not found
3417 not found
2333 not found
4103 not found
8663 not found
805 not found
7982 not found
2086 not found
3175 not found
5197 not found
1736 not found
9594 not found
7844 not found
8625 not found
5349 not found
765 not found
3314 not found
8608 not found
8140 not found
4486 not found
8190 not found
965 not found
1590 not found
3969 not found
7416 not found
793 not found
587 not found
2726 not found
2493 not found
9365 not found
679 not found
5619 not found
644 not found
5431 not found
6831 not found
9708 not found
8122 not found
2085 not found
2846 not found
8858 not found
7018 not found
1246 not found
182 not found
9864 found at 520
7029 not found
1847 not found
2100 not found
399 not found
7117 not found
9642 not found
6848 not found
4123 not found
3899 not found
3256 not found
448 not found
2192 not found
8597 not found
7283 not found
5703 not found
2949 not found
3011 not found
5785 not found
9165 not found
6304 not found
6498 not found
2003 not found
8073 not found
3238 not found
9865 not found
6889 not found
5205 not found
3201 not found
8562 not found
1039 not found
4664 not found
4737 not found
3540 found at 207
7442 not found
5716 not found
1777 not found
3162 not found
3644 not found
2363 found at 139
1614 not found
7865 not found
5268 not found
8639 found at 453
4939 not found
6110 not found
6897 not found
6207 not found
5829 found at 317
7814 not found
7113 not found
8169 not found
2669 not found
7595 not found
3832 not found
800 not found
3672 not found
4200 not found
9111 not found
4904 not found
4887 not found
8275 not found
8490 not found
5400 not found
2769 not found
9233 not found
5847 not found
2793 not found
8587 not found
9036 not found
9175 not found
8771 not found
6952 not found
9415 not found
4393 not found
1068 not found
8044 not found
859 not found
9614 not found
1278 not found
5661 not found
6142 not found
5773 not found
7485 not found
5164 not found
8867 not found
595 not found
8105 not found
8104 not found
6955 not found
4945 not found
4308 not found
2677 not found
6610 not found
917 not found
6125 not found
2075 not found
961 not found
1983 not found
9621 not found
5236 not found
409 not found
9111 not found
1798 not found
1273 not found
5221 not found
9187 not found
3705 not found
5174 found at 286
5265 not found
1864 not found
7801 not found
5807 not found
6849 not found
6813 not found
9452 not found
9302 not found
177 not found
6503 not found
476 not found
6074 not found
4511 not found
6897 not found
7913 not found
6910 not found
315 not found
2187 not found
153 not found
8054 not found
6159 found at 336
7932 not found
7063 not found
9817 not found
9897 not found
4361 not found
4682 not found
5536 not found
3448 not found
6085 not found
3104 not found
6804 not found
1940 not found
9231 not found
4912 not found
3479 not found
8736 found at 456
7143 not found
1764 not found
6476 not found
8199 not found
7289 not found
4360 not found
7673 not found
1690 not found
6788 not found
4673 not found
6840 not found
9369 not found
1207 not found
4314 not found
9038 not found
8584 not found
4530 not found
238 not found
4483 not found
3458 not found
5581 not found
7033 not found
3386 not found
2842 not found
8274 not found
5784 not found
9757 not found
624 not found
9809 not found
9617 not found
3145 not found
7225 not found
2696 not found
7739 not found
1748 not found
7293 not found
523 not found
6060 not found
5169 not found
3011 not found
2037 not found
5733 not found
4062 not found
5009 not found
8409 not found
9305 not found
9777 not found
8265 not found
6903 not found
193 not found
2654 not found
9736 not found
9596 not found
3644 not found
7567 not found
5780 not found
5821 not found
1729 not found
8930 not found
660 not found
8498 not found
9762 not found
8859 not found
1178 not found
2191 not found
6734 not found
736 not found
1483 not found
4634 not found
5163 not found
7735 not found
1395 not found
885 not found
8968 not found
2158 not found
7349 not found
1007 not found
3845 not found
9810 not found
5595 not found
1334 not found
7489 not found
7200 not found
3996 not found
7783 found at 418
9936 not found
2934 not found
7825 not found
1329 not found
8788 not found
8144 not found
8096 not found
285 not found
602 not found
2395 not found
9785 not found
5354 not found
9925 not found
8412 found at 444
9484 not found
8466 not found
5649 not found
2732 found at 170
2368 found at 140
5717 not found
4836 not found
4197 found at 241
5498 not found
2962 not found
CASE# 105:
4557 not found
5296 not found
598 not found
4641 not found
9154 not found
813 not found
1072 not found
3561 not found
1238 not found
266 not found
4416 not found
6547 not found
9481 not found
5591 not found
3167 not found
3074 not found
9289 not found
1557 not found
3695 found at 163
2693 not found
3620 found at 160
7315 not found
4061 not found
4064 not found
6197 not found
5697 not found
7851 not found
507 not found
2959 not found
4575 not found
4921 not found
5004 not found
9819 found at 444
7157 not found
3902 not found
4816 not found
3196 not found
9205 not found
4550 not found
9240 not found
9415 not found
7073 not found
4901 not found
9937 not found
3461 not found
3994 not found
3083 not found
4702 not found
7368 not found
9998 not found
5740 not found
3721 not found
3367 not found
7482 not found
586 not found
8769 not found
1543 not found
6089 found at 270
2086 not found
5299 not found
673 not found
1257 not found
3351 not found
7163 not found
5700 not found
5540 not found
1629 not found
562 not found
6617 not found
1334 not found
8058 not found
3904 not found
3855 not found
9413 not found
7196 not found
3501 not found
1935 not found
8718 not found
1626 not found
2725 not found
69 not found
4240 not found
6808 not found
8945 not found
9398 not found
5922 not found
7450 not found
7374 not found
9392 not found
3403 not found
9569 not found
6795 not found
2670 not found
1838 not found
3108 not found
449 not found
7261 found at 317
2560 not found
48 not found
4994 found at 223
2484 found at 119
9549 not found
413 found at 22
8345 not found
650 not found
3796 found at 170
7168 not found
7146 not found
1425 not found
1160 not found
3967 not found
7124 not found
4880 not found
515 not found
5577 not found
4286 not found
4556 not found
2042 not found
74 found at 7
8895 not found
7805 not found
3573 not found
7691 not found
3802 not found
1058 not found
5277 not found
3225 not found
8529 not found
1361 found at 59
7313 not found
9410 not found
2854 not found
5667 not found
5501 not found
6832 not found
9496 not found
2947 not found
8816 not found
6739 not found
8137 not found
3349 not found
3874 not found
8279 not found
3557 not found
7263 not found
1920 not found
3596 not found
1721 not found
9976 not found
3911 not found
359 not found
8106 not found
2449 not found
759 not found
6566 not found
2107 not found
7007 not found
5296 not found
5607 not found
7784 not found
6213 not found
2841 not found
891 found at 40
6699 not found
9850 not found
2761 not found
8124 not found
4400 not found
3514 not found
6988 not found
7683 not found
7226 not found
5647 not found
1139 not found
4266 not found
8198 not found
5629 not found
9649 not found
2332 not found
8743 not found
7275 not found
8073 found at 361
9128 not found
4533 not found
8523 not found
7567 not found
6818 not found
4854 not found
6698 not found
3506 not found
4686 not found
3267 not found
2238 not found
2993 not found
3018 not found
7845 not found
6670 not found
8329 not found
2772 not found
1604 not found
6593 not found
5806 not found
2711 not found
2965 not found
5283 not found
1491 not found
4317 not found
6285 found at 279
2804 not found
3108 not found
9087 found at 413
8564 not found
7135 not found
5243 not found
2174 not found
8293 not found
8313 not found
1652 not found
6944 not found
970 not found
2557 not found
779 not found
3346 not found
5978 not found
4669 not found
5735 not found
9261 not found
3349 not found
239 not found
7684 not found
4997 not found
2112 not found
4890 not found
2367 not found
6821 not found
9972 not found
694 not found
1828 not found
4574 not found
8665 not found
1126 not found
9170 not found
6477 not found
8511 not found
1624 not found
9338 not found
8873 not found
6188 not found
6729 not found
3952 not found
3076 found at 133
4784 not found
9227 not found
4327 not found
9020 not found
9210 not found
3920 not found
3645 not found
3095 not found
1125 not found
3366 not found
8226 not found
5525 not found
1932 not found
982 not found
254 not found
1803 not found
476 not found
5983 not found
6901 not found
4919 not found
5140 not found
